id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
dagstuhl-43	2,3	"0
2"	"0
2"	"1: 2
2: 0"	"0
1"	"0
2"	"0
1"	0	0	0	"0
2"
dagstuhl-46	0,1	0	0	"1. 0
2. 1"	0	0	0	0	0	"1. 0
2. 1"	"0
2"
dagstuhl-46	0,2	"0
1
2"	0	"0
2"	"0
2"	0	0	"0
2"	0	"1. 1
2. 2"	0
dagstuhl-46	1,3	"1. 1
2. 2"	"0
1"	"0
2"	0	"1. 1
2. 2"	0	0	0	0	"0
1"
dagstuhl-46	2,3	"1. 2
2. 1"	0	0	0	0	0	0	"0
2"	0	0
dagstuhl-47	0,1	0	"0
1"	"0
2"	0	"1. 1
2. 0"	"0
1"	0	"0
1"	0	"0
1"
dagstuhl-47	0,2	0	0	0	"0
1"	0	0	0	0	0	0
dagstuhl-47	1,3	"0
2"	"0
1"	0	"0
2"	"Argument 1: 1
Argument 2"	0	0	"0
1"	"0
2"	"0
1"
dagstuhl-47	2,3	0	"0
1"	0	"0
2"	"0
1"	"0
1"	"0
1"	0	"0
2"	0
dagstuhl-49	0,1	0	"0
1"	0	"0
1"	0	0	0	0	"1
2"	"0
1"
dagstuhl-49	0,2	"0
1"	"0
1"	0	0	"1. 0
2. 2"	"0
2"	0	0	"1. 1
2. 2"	0
dagstuhl-49	1,3	"0
1"	"0
2"	0	0	0	"0
2"	"0
2"	0	0	0
dagstuhl-49	2,3	"0
2"	"0
2"	"1. 1
2. 0"	"0
1"	0	0	0	"0
1"	"0
2"	0
dagstuhl-5	0,2	0	0	"1. 1
2. 0"	0	0	0	"0
2"	"0
1
2"	"1. 0
2. 2"	0
dagstuhl-5	1,0	"1 (1)
2 (2)"	"0
1
2"	"0
1"	"0
1"	"0
2"	0	0	"0
1"	0	"0
1"
dagstuhl-5	1,3	0	"Argument 1: 1
Argument 2"	"1. 0
2. 1"	"0
2"	"0
1"	"Argument 1: 0
Argument 2"	"0
1"	0	"0
1"	"0
1
2"
dagstuhl-5	2,3	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
1"	"1 (2)
2 (0)"	"0
1"	"0
1"	"0
2"
dagstuhl-56	0,1	"1. 2
2. 1"	"0
2"	"1 (2)
2 (1)"	"0
1
2"	0	"0
1"	"1. 1
2. 2"	0	"1. 2
2. 0"	"0
2"
dagstuhl-56	0,2	"0
1
2"	0	"1. 1
2. 2"	"0
1"	"1. 0
2. 1"	"0
1
0
2"	"1. 0
2. 1"	0	"0
2"	"0
1"
dagstuhl-56	1,3	0	"0
2"	0	"Argument 1: 0
Argument 2"	"0
1"	0	"1 (1)
2 (1)"	"0
1"	"0
1"	"0
1
0"
dagstuhl-56	2,3	0	"0
2"	"0
2"	"0
2"	0	"0
2"	0	"0
1"	"0
1"	0
dagstuhl-59	0,2	"0
2"	"0
1
2"	"0
2"	0	"0
2"	"0
2"	"0
1"	0	"0
2"	0
dagstuhl-59	1,0	"0
2"	"0
2"	0	0	"0
2"	"0
1"	0	"0
1"	0	"0
2"
dagstuhl-59	1,3	"0
2"	"0
1"	"1 (1)
2 (2)"	"0
1"	"0
1"	"Argument 1: 2
Argument 2"	"0
1"	"0
1"	"0
1
2"	0
dagstuhl-59	2,3	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"	0	"0
2"	"0
2"	"0
1
2"
dagstuhl-60	0,2	"0
2"	"0
2"	"0
2"	"0
2"	0	"0
1"	0	"0
2"	0	"0
2"
dagstuhl-60	1,0	"0
2"	0	"1. 2
2. 0"	"0
2"	0	0	"0
2"	"0
2"	"0
2"	"0
2"
dagstuhl-60	1,3	0	"0
2"	"0
1"	"0
1"	"0
1"	"0
1
2"	0	"0
1"	"0
2"	0
dagstuhl-60	2,3	"0
1"	0	0	"0
2"	0	"0
1"	"0
1
2"	"Argument 1: 2
Argument 2"	"0
1"	"0
1
2"
dagstuhl-61	0,2	"Argument 1: 2
Argument 2"	0	"0
2"	0	0	"0
1"	"1. 1
2. 2"	0	"1. 0
2. 2"	"0
1"
dagstuhl-61	1,0	"Argument 1:
0
Argument 2:"	"Argument 1:
1
2"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 1
Argument 2"	"Argument 1: 2
Argument 2"	"0
2"	"Argument 1: 2
Argument 2"
dagstuhl-61	1,3	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"0
1"	"0
2"	"0
2"	"Argument 1: 0
Argument 2"	"0
1"	"Argument 1: 1
Argument 2"	"0
1"	"Argument 1: 2
Argument 2"
dagstuhl-61	2,3	"0
2"	0	0	"0
1"	"0
2"	"0
2"	0	"0
1"	"1. 1
2. 0"	"0
1"
dagstuhl-66	0,1	"1. 1
2. 0"	"0
2"	"0
2"	"Argument 1: 2
Argument 2"	"1. 1
2. 0"	0	"0
1"	0	0	"0
2"
dagstuhl-66	0,2	"0
1"	"0
2"	"1. 0
2. 2"	0	0	0	"0
1"	0	"1. 0
2. 1"	"Argument 1: 1
Argument 2"
dagstuhl-66	1,3	0	"0
1"	0	0	"0
2"	"0
2"	0	"0
2"	"0
2"	"0
1"
dagstuhl-66	2,3	"0
1"	"0
1
2"	"0
1
2"	0	"0
2"	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"
dagstuhl-96	0,1	0	"0
2"	"1. 1
2. 0"	0	0	"0
1"	0	"0
1"	"0
2"	0
dagstuhl-96	0,2	0	"0
2"	0	"0
2"	0	0	0	"0
2"	"0
1"	"0
2"
dagstuhl-96	1,3	"1. 0
2. 2"	0	"0
1"	"0
2"	0	"0
1"	0	"0
2"	"1. 0
2. 2"	"0
2"
dagstuhl-96	2,3	"1. 0
2. 2"	0	0	"0
1"	"0
2"	0	"1. 0
2. 1"	"0
2"	"0
1"	0
defabel-113	0,1	"Here are the labels for each text:

Argument"	"0
1"	"0
1"	"0
1"	0	"0
1
2"	"0
1"	"Argument 1: 0
Argument 2"	0	"0
1"
defabel-113	0,2	0	"0
1"	"0
1"	0	0	"0
1"	0	"0
2"	"0
1
2"	0
defabel-113	1,3	"0
2"	"Argument 1: 0
Argument 2"	"0
1"	"0
1
2"	0	"0
2"	"0
2"	"0
1"	"0
1
2"	"0
1"
defabel-113	2,3	"0
2"	"0
1"	"0
2"	"0
2"	"0
1"	"0
2"	"0
2"	0	0	0
defabel-132	0,2	"1.  Argument 2
2."	0	0	0	0	"Argument 1: 0
Argument 2"	"0
1"	"Argument 1: 0
Argument 2"	"0
2"	0
defabel-132	1,0	0	"0
1"	0	"0
1"	"0
2"	"Argument 1: 0
Argument 2"	"0
0"	"Argument 1: 0
Argument 2"	0	"0
1
2"
defabel-132	1,3	"0
2"	"0
2"	0	0	0	0	0	"0
2"	0	"0
1"
defabel-132	2,3	0	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"	0	0	0
defabel-168	0,2	0	"0
1"	"Here are the results:

1. 0"	0	0	"0
1"	"0
1"	"0
1"	"Here are the evaluation results:

0
1"	"0
1"
defabel-168	1,0	0	"0
1
2"	"0
1"	"0
1
2"	"0
1"	"0
1"	0	"0
1"	"0
2"	"0
1
2"
defabel-168	1,3	"0
1"	0	0	0	"0
1"	0	"Here are the evaluations:

Argument 1:
0"	0	0	"0
1
2"
defabel-168	2,3	"Here are the results:

1. 1"	"0
1"	"Here are the labels:

Argument 1:"	"0
1"	0	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"
defabel-178	0,1	"0
1"	"0
1"	"0
2"	"0
1"	"0
2"	"0
1"	"1. 0
2. 1"	"0
1"	0	"0
1"
defabel-178	0,2	"Argument 1: 0
Argument 2"	0	Here are the two argumentative texts with the label	"0
2"	"Here are the results:

Argument 1:"	"0
1"	0	"0
1"	0	0
defabel-178	1,3	"1 (Argument 1)
2 (Argument"	"0
1"	"0
1"	"0
2"	"Here are the label options:

0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"
defabel-178	2,3	0	"0
2"	"0
2"	0	"0
1"	"0
1"	Here are the labels for each pair of argumentative	0	0	"0
1"
defabel-202	0,2	0	0	0	"0
2"	"0
2"	"0
2"	0	"0
2"	0	0
defabel-202	1,0	"0
2"	0	"0
1"	"Argument 1: 0
Argument 2"	0	"0
1"	"0
2"	"Argument 1: 0
Argument 2"	"1.  Argument 1
2."	"Argument 1:
0
Argument 2"
defabel-202	1,3	"0
1"	"0
1"	"0
1"	"0
1"	0	"Argument 1:
0
Argument 2:"	"Argument 1: 2
Argument 2"	"0
1"	"1.  Argument 1
2."	"0
1"
defabel-202	2,3	"0
1"	"0
1"	"0
2"	"Argument 1: 0
Argument 2"	1.  2	"0
1"	0	"0
1"	"0
1"	"0
1"
defabel-21	0,1	"0
1"	"Argument 1: 0
Argument 2"	"0
1"	0	"0
1"	"0
1"	"0
2"	0	0	"0
1"
defabel-21	0,2	"0
2"	"0
1"	"Here are the two argumentative texts:

1."	"0
1"	"0
1"	"0
2"	"Here are the labels for each text:

Argument"	"0
1"	"0
1"	"Argument 1:
0
Argument 2"
defabel-21	1,3	0	"Argument 1: 0
Argument 2"	"0
2"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1
2"	0	"0
1
2"
defabel-21	2,3	"0
1"	"Argument 1:
0
Argument 2"	0	"Argument 1: 2
Argument 2"	"Here are the labels:

0
1"	"Argument 1: 2
Argument 2"	Here are the evaluation labels for the two texts:	"Argument 1
0
Argument 2"	0	"0
2"
defabel-211	0,2	"Here are the evaluations:

0
1"	"0
1"	"0
1"	"0
1"	"0
2"	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1: 0
Argument 2"	"1 (1)
2 (2)"	0
defabel-211	1,0	0	"0
1"	"1.  0
2."	0	"0
1"	"0
2"	"1.  0
2."	"0
1"	0	0
defabel-211	1,3	0	"0
2"	"0
2"	"0
1"	0	"Argument 1: 0
Argument 2"	0	"0
1"	0	"0
1"
defabel-211	2,3	"0
2"	0	"0
2"	0	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"	"0
1"	"0
2"
defabel-216	0,1	"0
1
2"	"Argument 1: 0
Argument 2"	0	"0
1
2"	0	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1:
0
Argument 2:"	"0
1"	"0
1"
defabel-216	0,2	"0
1"	"Argument 1: 1
Argument 2"	"Argument 1: 0
Argument 2"	"Argument 1:
0
Argument 2:"	0	"0
1
2"	"0
1"	"0
1
2"	0	"Argument 1: 0
Argument 2"
defabel-216	1,3	"0
1"	"0
1
2"	"0
2"	"0
2"	0	"0
1"	"Here are the two arguments:

Argument 1:"	"0
2"	"0
2"	0
defabel-216	2,3	"0
2"	"0
1"	"Here are the evaluation labels:

Argument 1:"	"0
1"	"Here are the labels:

1. Argument 1"	"Here are the evaluations:

Argument 1:
0"	"0
2"	"Here are the labels:

Argument 1:"	"0
2"	"0
1"
defabel-22	0,1	"0
2"	0	0	"Argument 1:
2

Argument 2:"	0	0	0	"0
1"	0	"0
1"
defabel-22	0,2	"0
1"	"0
2"	0	"0
2"	0	0	"0
1"	"Argument 1: 1
Argument 2"	0	0
defabel-22	1,3	0	"Argument 1: 0
Argument 2"	0	"0
1"	0	0	"0
1"	"0
1"	"0
1"	0
defabel-22	2,3	"1
2"	"Argument 1
2"	"0
1"	"0
2"	"0
2"	0	"0
1"	"0
1"	"0
2"	"0
1"
defabel-227	0,1	"0
1"	"Argument 1
Argument 2"	"0
2"	0	0	"0
1
2"	0	"0
1
2"	Here are the labels for the two argumentative texts	"0
2"
defabel-227	0,2	"0
1"	"0
1"	"0
2"	0	"Here are the two argumentative texts:

Argument"	"0
2"	"0
1"	"Here are the evaluation labels for each argument:

Argument"	"Here are the evaluation labels:

Argument 1:"	0
defabel-227	1,3	0	"Argument 1
2"	0	"0
2"	"1
2"	"Argument 1: 0
Argument 2"	"0
1"	"0
2"	"0
1"	0
defabel-227	2,3	"Argument 1:
2
Argument 2:"	"Argument 1
0
Argument 2"	"0
1"	"Argument 1: 0
Argument 2"	0	"Argument 1:
2

Argument 2:"	"Here are the results of the evaluation:

Argument"	"0
1"	"0
1"	"0
1
2"
defabel-301	0,2	0	"Argument 1: 0
Argument 2"	"0
1"	0	0	0	0	0	0	"0
1"
defabel-301	1,0	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"	"Argument 1: 0
Argument 2"	"1.  Argument 1
2."	"0
1"
defabel-301	1,3	"0
2"	"0
2"	0	"0
1"	0	"0
2"	"0
2"	"0
2"	"0
1"	"0
1"
defabel-301	2,3	"0
1"	"0
2"	"0
1"	"0
2"	0	"0
1"	0	"0
2"	0	"0
1"
defabel-314	0,1	"0
2"	"0
1"	0	"Argument 1
0
Argument 2"	0	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1: 0
Argument 2"	0	0
defabel-314	0,2	"0
2"	"0
2"	"1.  0
2."	"Argument 1:
0
Argument 2"	"0
1"	0	"0
1"	"0
2"	"0
1"	"0
2"
defabel-314	1,3	"0
2"	"Argument 1: 2
Argument 2"	0	"Argument 1: 0
Argument 2"	"0
1"	"0
1
2"	"0
1"	0	"0
2"	"Argument 1: 0
Argument 2"
defabel-314	2,3	"0
2"	"0
2"	"0
1"	"Argument 1:
0
Argument 2"	0	"0
1
2"	"Here are the evaluation results:

Argument 1:"	"Argument 1: 2
Argument 2"	"0
1"	"Argument 1: 0
Argument 2"
defabel-316	0,2	0	"0
1"	"0
1
2"	"0
2"	"0
2"	"Argument 1: 0
Argument 2"	"0
1
2"	"0
1"	"0
2"	"0
1"
defabel-316	1,0	"0
2"	"0
1"	"0
1"	"Argument 1:
0
Argument 2:"	"0
2"	0	0	"0
2"	0	0
defabel-316	1,3	"0
1"	"Argument 1: 0
Argument 2"	0	0	"1.  0
2."	"Argument 1: 0
Argument 2"	0	"0
1"	"0
2"	"Argument 1: 1
Argument 2"
defabel-316	2,3	"Here are the results:

1. 1"	"0
1
2"	"0
1"	"0
1"	0	"0
1"	"0
2"	"0
1"	"Here are the labels:

1. Argument 1"	"Argument 1: 2
Argument 2"
defabel-329	0,2	"0
2"	0	"0
1"	"0
1
2"	0	"0
2"	"0
1
2"	"Argument 1: 0
Argument 2"	"0
1"	0
defabel-329	1,0	0	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
1"	"0
2"	0	"0
1
2"
defabel-329	1,3	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	"Argument 1: 0
Argument 2"	"0
2"	"0
2"
defabel-329	2,3	"0
1"	0	"1.  0
2."	"Argument 1: 0
Argument 2"	"0
2"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"
defabel-372	0,1	"0
1"	"Argument 1: 1
Argument 2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 2
Argument 2"	"0
1"	"0
1
2"	"Argument 1:
0
Argument 2"	"Here are the evaluations:

Argument 1:"	0
defabel-372	0,2	"0
1
2"	"0
1"	"0
1"	"0
2"	0	"Argument 1: 0
Argument 2"	"0
1"	"Argument 1: 0
Argument 2"	"0
2"	"0
1"
defabel-372	1,3	"0
1"	"0
2"	0	"0
2"	"Here are the labels:

Argument 1:"	0	"0
2"	"0
1"	"1: 2
2: 1"	"0
1"
defabel-372	2,3	"0
2"	0	"0
1"	"0
1"	"0
1"	0	"0
1"	0	"Here are the results:

1. Argument 1"	0
defabel-393	0,2	"0
1"	"0
2"	0	"0
1"	"0
1"	"Argument 1
2"	"1.  Argument 1
2."	"Argument 1: 0
Argument 2"	"0
2"	0
defabel-393	1,0	"0
1"	0	"Here are the labels:

Argument 1:"	"0
1"	0	"Argument 1: 2
Argument 2"	"0
2"	"0
2"	0	"Argument 1: 0
Argument 2"
defabel-393	1,3	"Here are the labels for each text:

Argument"	"Argument 1: 2
Argument 2"	"Here are the results:

Argument 1:"	"Argument 1: 0
Argument 2"	"0
2"	0	"0
2"	"Argument 1:
2
Argument 2:"	"0
2"	"Argument 1
0
Argument 2"
defabel-393	2,3	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
2"	"0
1"	"0
2"	"0
1
2"	0	"0
1"
defabel-415	0,2	0	"0
1"	0	"0
2"	"0
1"	"0
2"	0	"0
1"	0	"0
1"
defabel-415	1,0	"0
2"	0	0	"0
1"	"0
1"	"Argument 1: 0
Argument 2"	"Here are the results:

Argument 1:"	"0
1"	0	"0
1
2"
defabel-415	1,3	"0
2"	"0
2"	1.  2	"0
1
2"	"0
1"	"0
2"	Here are the two argumentative texts with the evaluation	"Argument 1: 0
Argument 2"	0	"0
2"
defabel-415	2,3	0	"0
1"	"0
2"	"0
1"	0	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"
defabel-438	0,1	"0
1"	0	"0
2"	"0
1"	"0
1"	"0
1
2"	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1:
0
Argument 2:"
defabel-438	0,2	0	"Here are my evaluations:

Argument 1:"	0	"0
1"	0	"0
2"	"Here are the labels:

Argument 1:"	"Argument 1: 0
Argument 2"	0	"0
1"
defabel-438	1,3	"Here are the evaluation labels:

Argument 1:"	"0
1
2"	"0
1"	"0
2"	"0
2"	"Argument 1:
0
Argument 2:"	"0
2"	"0
2"	"Argument 1: 2
Argument 2"	"0
2"
defabel-438	2,3	"1: 2
2: 0"	"Argument 1: 2
Argument 2"	0	"0
1"	"1.  1
2."	"Argument 1
2"	"1: 2
2: 1"	0	"0
1"	"Argument 1
2"
defabel-463	0,2	0	0	0	"Argument 1
2"	0	"Argument 1: 0
Argument 2"	0	"Argument 1:
0
Argument 2:"	"Argument 1: 1
Argument 2"	"Argument 1
0"
defabel-463	1,0	"0
2"	"Argument 1: 0
Argument 2"	"Argument 1: 1
Argument 2"	"Argument 1: 0
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"Here are the results:

Argument 1:"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"
defabel-463	1,3	0	0	0	"0
1"	0	"Argument 1: 0
Argument 2"	"1 (2)
2 (2)"	"Argument 1: 0
Argument 2"	0	"0
2"
defabel-463	2,3	"0
1"	0	"0
2"	"Argument 1:
0
Argument 2:"	0	0	"0
1"	"Argument 1: 0
Argument 2"	"0
1"	"Argument 1: 0
Argument 2"
defabel-467	0,2	"Argument 1: 2
Argument 2"	"Argument 1:
0
Argument 2:"	"0
1"	"Argument 1: 1
Argument 2"	"0
1"	"0
1"	"Argument 1: 2
Argument 2"	"0
1"	"Argument 1: 2
Argument 2"	0
defabel-467	1,0	0	"0
2"	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"	0	0	0	"Argument 1: 0
Argument 2"
defabel-467	1,3	0	"0
1"	"0
1"	0	0	"0
1"	"0
1"	"Argument 1: 0
Argument 2"	0	"Argument 1
Argument 2"
defabel-467	2,3	"0
1"	"Argument 1: 2
Argument 2"	0	"0
1"	"1. 1
2. 0"	0	0	"0
2"	"0
2"	0
defabel-490	0,1	"0
2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"	0	0	"1.  Argument 1
2."	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"
defabel-490	0,2	"0
2"	"0
1"	"0
1"	"0
1
2"	"0
1"	"0
1"	0	"0
1"	"0
2"	0
defabel-490	1,3	"0
2"	"0
1"	"0
2"	"0
1"	"Here are the evaluation results:

- Argument 1"	0	0	0	"Argument 1: 1
Argument 2"	0
defabel-490	2,3	"0
1"	"Argument 1: 0
Argument 2"	0	"Argument 1
2"	"0
1"	"Argument 1: 0
Argument 2"	"0
2"	"0
1"	"0
2"	"Argument 1:
0
Argument 2:"
defabel-500	0,1	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1:
0
Argument 2:"	"0
1"	"Argument 1:
0
Argument 2:"	"0
1"	"Argument 1:
0
Argument 2:"	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"
defabel-500	0,2	"0
1"	"Argument 1: 0
Argument 2"	"Here are the evaluation results:

Argument 1:"	0	"0
1
2"	"0
1"	"0
1"	"0
1"	"0
2"	"Argument 1: 0
Argument 2"
defabel-500	1,3	"Argument 1: 2
Argument 2"	"Argument 1:
0"	"Here are the labels:

Argument 1:"	"0
1
2"	0	"Argument 1
2"	0	"0
2"	0	"Argument 1:
0
Argument 2"
defabel-500	2,3	"0
1"	"0
1"	"0
2"	0	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"	0
defabel-514	0,1	"Argument 1: 1
Argument 2"	0	0	"0
1"	"Argument 1: 2
Argument 2"	0	0	"0
1"	"0
2"	"0
1"
defabel-514	0,2	0	"Argument 1: 0
Argument 2"	Here are the two texts with the evaluation of which	"0
1"	0	0	0	0	"0
2"	"0
2"
defabel-514	1,3	0	0	"0
2"	"Argument 1: 0
Argument 2"	"0
2"	"0
1"	0	"0
2"	0	"0
2"
defabel-514	2,3	"0
2"	"0
1
2"	"Here are the results:

1. Argument 1"	"0
2"	"Here are the results:

0
1
2"	0	0	0	"0
1"	"0
1"
defabel-522	0,1	"0
2"	0	0	"0
1
2"	0	"0
1"	0	0	"0
1"	0
defabel-522	0,2	0	"0
2"	0	"0
2"	0	"0
1"	0	0	0	"0
1"
defabel-522	1,3	0	"0
1"	"0
1"	"0
2"	0	0	"0
2"	"0
1"	0	0
defabel-522	2,3	"Here are the labels:

Argument 1:"	0	"0
2"	"0
2"	"Here are the evaluations:

0
2"	0	"0
2"	"0
2"	"0
1"	0
defabel-560	0,1	"Here are the evaluations:

Argument 1:"	"0
1"	"0
2"	"Argument 1: 0
Argument 2"	0	0	"0
1"	"Argument 1: 0
Argument 2"	0	"0
1
2"
defabel-560	0,2	"0
2"	"0
1
2"	"1 (2)
2 (2)"	"Argument 1: 0
Argument 2"	"0
1
2"	"Argument 1: 1
Argument 2"	"0
1"	"0
1"	"0
2"	"0
2"
defabel-560	1,3	"0
1"	"0
2"	0	0	0	"0
2"	0	"Argument 1: 0
Argument 2"	0	"Argument 1: 0
Argument 2"
defabel-560	2,3	"Here are the results of the evaluation:

1."	"0
1"	0	"0
1"	0	"Argument 1: 2
Argument 2"	"0
1"	"0
1"	"0
2"	"Argument 1: 2
Argument 2"
defabel-57	0,1	"Argument 1: 1
Argument 2"	0	"0
2"	0	0	"Argument 1: 0
Argument 2"	"0
2"	"Argument 1:
0
Argument 2:"	"Argument 1: 1
Argument 2"	"0
1"
